Iteration 1
Leonor;38.0;0.45;0.65
Gustavo;388.0;0.8;0.65
Henrique;300.0;0.6;0.65
Sónia;49.0;0.91;0.57
Manel;420.0;0.8;0.65
Diogo;340.0;0.81;0.65
Afonso;57.0;0.36;0.6
Mariana;35.0;0.1;0.65
Marisa;99.0;0.4;0.6
Pedro;76.0;0.28;0.6
Chico;120.0;0.2;0.65
Ricardo;50.0;0.5;0.6
Carolina;560.0;0.89;0.65
Sara;69.0;0.78;0.65
João;20.0;0.25;1.0
﻿Mafalda;2000.0;1.0;0.57
Maria;84.0;0.3;0.57
Emanuel;700.0;0.99;0.65
Ana;279.0;0.1;0.6
Duarte;160.0;0.67;0.65
7
3
1
0
5
3
Iteration 2
Leonor;38.0;0.45;0.48
Gustavo;388.0;0.8;0.48
Henrique;300.0;0.6;0.48
Afonso;57.0;0.36;0.4
Sónia;49.0;0.91;0.35
Diogo;340.0;0.81;0.48
Manel;420.0;0.8;0.48
Mariana;35.0;0.1;0.48
Marisa;99.0;0.4;0.4
Pedro;76.0;0.28;0.4
Chico;120.0;0.2;0.48
Ricardo;50.0;0.5;0.4
Carolina;560.0;0.89;0.48
Sara;69.0;0.78;0.48
João;20.0;0.25;1.0
﻿Mafalda;2000.0;1.0;0.35
Maria;84.0;0.3;0.35
Ana;279.0;0.1;0.4
Emanuel;700.0;0.99;0.48
Duarte;160.0;0.67;0.48
7
3
1
0
5
3
Iteration 3
Leonor;38.0;0.45;0.39
Gustavo;388.0;0.8;0.39
Henrique;300.0;0.6;0.39
Afonso;57.0;0.36;0.3
Sónia;49.0;0.91;0.24
Manel;420.0;0.8;0.39
Diogo;340.0;0.81;0.39
Mariana;35.0;0.1;0.39
Marisa;99.0;0.4;0.3
Pedro;76.0;0.28;0.3
Chico;120.0;0.2;0.39
Ricardo;50.0;0.5;0.3
Sara;69.0;0.78;0.39
Carolina;560.0;0.89;0.39
João;20.0;0.25;1.0
﻿Mafalda;2000.0;1.0;0.24
Maria;84.0;0.3;0.24
Ana;279.0;0.1;0.3
Emanuel;700.0;0.99;0.39
Duarte;160.0;0.67;0.39
8
0
3
0
5
3
